Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
gssb_select,'-4306381328807124585',eps_update_status,'',obc_debug,'952275235',fp_del_cmd,' 139600652777794320465945322488756343885 48192627208381620490781365097594083368 -5441761184503955220 -246757333 15405087969622658627',obc_set_pwm_duty,'-771085525 202834911501915630569184154444089479331',fp_set_cmd_dt,'-45466406548457837643314385704609809188 -8802590064703978628 160883735 17311868678672634918 -6475576904466873722',obc_pwm_pwr,'-70164233672627370434430312046601791465',obc_update_tle,'',drp_get_vars,'',gssb_fss_set_config,'625608969',-11,6.598347425460815,444020.0,10668.0
drp_ebf,'10526406208888149750',tm_send_all,'-241863620 816379019332426390',gssb_reset,'',com_send_rpt,'-884808624 441945943',gssb_burn,'',gssb_reset,'',gssb_select,'-2016448546',gssb_get_temp,'',fp_del_cmd,"'555195849 "".0 l -123418264286792167912976661090961748996 12929960215805216509 612193410'",rw_set_speed,'938075939 ph}jm\:Q|i',0,7.6645753383636475,444020.0,10924.0
gssb_pwr,'/I=7;%[#pa 8280268562045996116',obc_pwm_pwr,'1089896610',eps_set_heater,'13446078465168825902 -131966956542791716677769666415961353973',gssb_fss_commit_config,'',obc_get_time,'!7',obc_debug,'-255583566474243431343084139392342681563',gssb_msp_cal_temp,'-615296768646307302 14807288541529596795',gssb_scan,'16066746984873588736 KC[iXM',gssb_get_temp_int,'',gssb_select,'-143708616338923589083081410071582228863',0,7.32476019859314,444020.0,10656.0
eps_get_hk,'',gssb_commit_addr,'',tm_send_from,'12603825357816839601 13085429946826087455 2080704140',gssb_set_addr,'-\',com_send_tc,' -1571439760',obc_update_status,'',gssb_scan,'15208211142785681688 93324247425870792048512265281996711414',gssb_update_status,'',fp_del_cmd_unix,'12988482998836544242',drp_set_var,'537567839 3075920659145831408',-6,7.50828218460083,444020.0,10816.0
eps_update_status,'',set_state,'-302660712611530180215534076089995578851 -1216696030776143372 316888123371583494574268457756080332784',com_update_status,'',drp_ebf,'',tm_send_from,'11876850039721856243 -41208447335174152662043242984974001739 -91691194113495828746174229166630941259',tm_send_last,'s2$EN8}M -167672059117169316265876638447450855748',com_set_node,'342253525',gssb_get_uuid,'',eps_hard_reset,'',obc_get_mem,'',0,7.551079511642456,444020.0,10668.0
tm_send_from,'6532919171652065158 142526933186494717226600593557561264936 -97599457',fp_del_cmd,'-8517244056443070915 n -839348657 6@ceR[go4 13595752708226054994 -77684232909836187924715046918405317621',drp_add_hrs_alive,'aA_@py|1',fp_set_cmd,"'7440678890845174798 gZ""aG } -311279647870353164094706645530604065670 4862574966710729356 252222200695467160795999694076826508843 11543456115080869990 802952064265996242 8680805630731700640 -309293080906137290976327121380019932379'",tm_get_last,'=]l[fN',obc_ident,'',eps_set_heater,'1116214160 148642141704745630571557096310296532104',gssb_get_sun,'',com_get_config,'-39965297546742281071730389038304768968',drp_add_hrs_alive,'11366689675826084255',0,7.337482452392578,444020.0,10692.0
gssb_burn,'',obc_update_status,'',gssb_burn,'',com_get_config,'6484944406079919382',gssb_arm_auto,'374184379',eps_set_heater,'-326212864216326232759850552788511951409 328325745553840013204134149781736807124',gssb_fss_commit_config,'',tm_set_ack,')]& 'u8',gssb_select,'B|AFsU3T',obc_debug,'117951911318190174592754955935629291276',0,7.298386812210083,444020.0,10640.0
fp_set_cmd,'-142556229425654621705413708979568296088 S] -2034684245113549313 -7479515989217696305 2974433415829177165 zm09> 145283090 -851755760 -3307601222401887970 -220648288198909662531516125788312000543',tm_parse_status,'',com_reset_wdt,'2273060185856611742',eps_update_status,'',com_send_cmd,'S*AW_ gp',tm_get_last,'-1231671844',com_debug,'',help,'',obc_reset_wdt,'',rw_get_speed,'',0,7.407564163208008,444020.0,10652.0
com_get_config,'4321597082234466039',gssb_fss_get_sun,'',gssb_update_status,'',gssb_set_burn_config,'-6371505281239239189 -1923570355 -7969354605638894325 12526136037412570634 5060479757018752111 1478462387791402795 6026876672506388317',gssb_get_sun,'',drp_clear_gnd_wdt,'',gssb_pwr,'14789964272587260785 -5580582704967687520',gssb_select,'91388174213683080732494192594049243848',fp_del_cmd,'X(bF0_2 GT4-vK -1198629659 81640413 6462260004397269989 o/',gssb_pwr,'7394665829953211243 -203596155025638050262154379141561295137',0,7.6112635135650635,444020.0,10816.0
drp_set_deployed,'-3571880334615477280',gssb_reset,'',com_get_config,'6439691332838875619',com_ping,'-4876415559278479791',obc_debug,'-47210433897150454',drp_test_system_vars,'',gssb_arm_manual,'-680985646',obc_get_mem,'',obc_set_pwm_freq,'16192329138059704223 144300701706137591108007027580236316017',tm_set_ack,'310592851745679602508749277821375811696 2887693255440602501',0,13.108991146087646,444020.0,10940.0
eps_update_status,'',fp_del_cmd,'290138511522155280610120690084643732038 160999641003199431212253389990398233119 237257673 4822768586657698430 -247145093415428753202266388893380722311 15271111782291369084',com_update_status,'',gssb_set_addr,'10755641706855486885',com_send_tc,'17205631768563384452 1799353295',obc_update_tle,'',obc_set_pwm_freq,'-832917891 330944514922330631465008462562388708481',gssb_get_temp,'',fp_set_cmd,'\fV 4438327954557016957 {c 716673252906935185 1Vaq(x$Rl 3561331585594806160 -294944070 7048944818251497495 -145573140 17724027302624504401',test,'-819320794815780870',-11,6.366116046905518,444020.0,10940.0
com_get_config,'518339172980784544',tm_set_ack,'109896205254345459075829770695124781106 174709720350309350885458281942791030180',gssb_msp_get_temp,'',gssb_fss_get_sun,'',com_send_cmd,'2359797828867676075 5239088286164185833',drp_ebf,"'IBU3""'",gssb_burn,'',gssb_unlock_config,'1150381188471055858',tm_send_status,'-1961959394',com_send_data,'197702607341133641',-6,7.5283284187316895,444020.0,10664.0
rw_get_current,'',rw_get_current,'',rw_get_current,'',com_reset_wdt,'2138371930',obc_get_time,'-676378458',obc_get_time,'-135650018456499350861000669198223369199',obc_pwm_pwr,'-99683472086965142493762932518339811650',com_send_tc,'435812138 Hzf)~',obc_pwm_pwr,'6423043179075360231',fp_del_cmd,'16076125584883273067 -6678550870138763085 -5829142151509000265 322077296903147783484071914941763265794 -11727849609735359080047324983610350251 116094031922485644',-6,7.753781318664551,444020.0,10656.0
gssb_msp_cal_temp,'i 121905305',obc_pwm_pwr,'4114895308000657211',gssb_get_version,'',gssb_get_temp,'',gssb_fss_set_config,'17228212236010761817',obc_pwm_pwr,'16509166232489220927',com_update_status,'',gssb_get_status,'',eps_set_heater,'{ 6896903740815405162',gssb_set_burn_config,"'251358462966484367685802388276623546415 7020639455959694297 89256107453627225422522465102875814467  -148404277829664730249711778872944965183 1$mh""83vki P*""}'",0,7.566474437713623,444020.0,10708.0
drp_test_system_vars,'',gssb_get_version,'',gssb_fss_get_sun,'',com_send_cmd,'284847336746906344086800313761420667511 jrK',fp_del_cmd,'2118428289228265448 ;UE; -329936032053287975 ]Ef| a&yAM 5111361475195323028',drp_test_system_vars,'',eps_update_status,'',tm_send_from,'97959002959056180520281707452538438281 80949663670936939126773849621413932763 -4748972522008659837',gssb_scan,'52461289823972091879767816971124973489 141522862717878368934827067554449922046',test,'-267890553453124310865928895952563985119',0,14.707926750183105,444020.0,10664.0
gssb_unlock_config,"'G,8>=Xh6'",gssb_fss_commit_config,'',obc_get_mem,'',com_send_rpt,'465942116 -2897244525437488893',tm_send_last,'-2860232256999430228 71345633823944530684793674401474154282',gssb_get_status,'',gssb_fss_commit_config,'',eps_hard_reset,'',gssb_select,'JPH&',tm_get_last,'302640461471076666827646247529497483650',0,7.276153564453125,444020.0,10896.0
eps_hard_reset,'',obc_reset_wdt,'',gssb_fss_commit_config,'',fp_show,'',com_get_node,'',gssb_get_temp_int,'',drp_ebf,'-6578437846543110548',com_send_data,')n+O+',com_get_node,'',obc_set_tle,'p{A@ 9189197797587160149',0,7.542644262313843,444020.0,10848.0
drp_ebf,'8174917041225299791',fp_set_cmd_dt,'q -5855818441249565936 s\d 6289540190491848589 13951856311072897685',gssb_set_burn_config,'-1441042930 -271127633446616412016279898205079204428 957825572 D}|Xr|!vY{ 6417130657574864764 181750040607310589446067570643549492657 EH$Z3@1I80',obc_get_tle,'',gssb_get_temp,'',gssb_get_version,'',fp_del_cmd_unix,'`2Wpy8sC|V',gssb_set_burn_config,'1366802463893093529 !pZ`$^(g{o -181167455690987557210204352800811930360 4495423797366894621 983713548 5219061065343614079 261550262734370616911281550999016920312',gssb_get_temp,'',gssb_select,'256533511',0,7.2456793785095215,444020.0,10668.0
drp_get_vars,'',gssb_reset,'',tm_send_last,'-140499534265769298876879473321626460642 -1928642006',rw_get_current,'',fp_show,'',rw_get_current,'',gssb_get_model,'',rw_get_current,'',obc_set_tle,'-458204909 1651717907',com_ping,'232270673051713416541177975306204387267',0,10.4230637550354,444020.0,10720.0
rw_get_speed,'',eps_get_config,'',gssb_set_addr,'-5452375151584963466',rw_get_speed,'',fp_reset,'',com_send_data,'5192985252869164179',gssb_set_burn_config,"'@b~q 8411050116017313878 T""Hds`hZMl -160492246632385037 0-mq]498' 10154401074292479872 5307430759302638329'",drp_clear_gnd_wdt,'',tm_send_from,'205394152 -206606032155298609734096928129288177716 -7246276065342181442',gssb_get_temp,'',0,7.488016605377197,444020.0,10696.0
tm_parse_status,'',obc_set_tle,'1392251075 -1555922654',gssb_msp_get_temp,'',tm_set_ack,"'-1720653768122582272 6=:q[,a)U$'",gssb_msp_get_temp,'',gssb_update_status,'',obc_get_sensors,'',gssb_update_status,'',gssb_fss_commit_config,'',gssb_commit_addr,'',0,7.362364053726196,444020.0,10576.0
com_update_status,'',obc_reset_wdt,'',obc_prop_tle,'7930940513233659299',gssb_reset,'',com_send_cmd,'cChMOzK@ -272764478405453052850014398698311871730',com_set_node,'1578651728',fp_del_cmd_unix,'6557884802056311829',gssb_set_burn_config,"'13493686911725289652 -305320890046320292711877886538188075940 8326026348342524866 (""Bn1% 1536719167 7754654282817597914 uQvQRG'",obc_get_tle,'',eps_set_heater,'!kl 7802116110026446062',-6,6.658165454864502,444020.0,10624.0
obc_set_pwm_duty,'5830059355179207777 @nxBj&pDt',obc_get_tle,'',obc_debug,'828332822655056204',gssb_fss_get_sun,'',com_reset_wdt,'-136965531',obc_get_mem,'',gssb_get_version,'',rw_get_speed,'',gssb_fss_set_config,'3TT}lv!Rv',test,'-669063337',0,7.655661344528198,444020.0,10596.0
fp_set_cmd_dt,'-455151084 2711087188022390685 2502364228053568983 10665091134088897261 -303031777043226927198249251699413862292',com_send_tc,'2619014901889012441 -3907449125934848375',gssb_get_model,'',com_reset_wdt,'16315611648417832385',com_send_tc,'-972044181 -6920638527023299475',fp_del_cmd_unix,'18038744972931823393',gssb_select,'*H..O',obc_set_pwm_freq,'1044799855824912939 3090111534461766056',gssb_set_addr,'4133947434469752729',obc_update_tle,'',-6,6.248607635498047,444020.0,10952.0
eps_get_config,'',fp_show,'',obc_get_time,'-1788055493',gssb_get_version,'',obc_get_tle,'',fp_del_cmd_unix,'-4580678477131069423',rw_get_current,'',tm_send_last,'-8000570515674998542 1340404296',gssb_get_burn_config,'',obc_prop_tle,'14612606657179140449',-6,6.8262858390808105,444020.0,10668.0
tm_send_all,'-112007253404164663307850831435424056140 yvU',test,'2406850771070449099',drp_clear_gnd_wdt,'',obc_update_status,'',com_ping,'11694812273812108709',gssb_get_temp_int,'',com_get_node,'',gssb_commit_addr,'',com_send_data,'-1621167125',tm_parse_status,'',0,10.49936556816101,444020.0,10696.0
obc_set_pwm_freq,'12381253940020540571 2632466395601893247',gssb_commit_addr,'',drp_test_system_vars,'',obc_reset_wdt,'',test,'13025190012969542969',rw_get_current,'',obc_ident,'',gssb_fss_commit_config,'',tm_get_last,'-3571704198684650091',obc_ident,'',0,11.03341269493103,444020.0,10964.0
tm_parse_status,'',gssb_update_status,'',tm_set_ack,'-6768023136846818506 16939190330911482247',obc_reset_wdt,'',com_set_node,'16363760170144005613',test,'-16801639',tm_send_last,'2092521349 Q51n9',gssb_fss_commit_config,'',fp_set_cmd,"'-222104790756150972919901487163433035044 *""T 6%8&&NqK bY QhSM|j; 11082639424391040491 54086511124781727083653805452563931122 -8360209868032276340123091825554881380 3393967102217649338 321175022981081934849939937685402685546'",obc_update_status,'',0,7.229369401931763,444020.0,10668.0
gssb_get_model,'',set_state,'4028520621431803317 -4971375451526528064230577257493932508 1131921908',drp_ebf,'T=N(4r&ER@',gssb_antenna_release,'I!tjTq 7343988985669190450 AOM4 -271976930738496863267974024464640813452',gssb_reset,'',obc_update_status,'',fp_set_cmd,'-7217524762067582919 1377996453 18192248098471153032 (t 11098345241147575640 2845833255441242900 -675582218 11830440039814296728 -9042386756705451512 504316952',com_send_rpt,'1885754655313750521 ',gssb_unlock_config,'8974956522936052010',obc_set_pwm_duty,'-1739200484 1204572996',0,7.289724349975586,444020.0,10596.0
obc_get_tle,'',com_set_node,'1166544291',drp_ebf,'910603357',fp_reset,'',gssb_set_burn_config,'-35217338174576045105016871848675381432 4740278638727442315 602316777 52859600009744041739087556663707163990 224117411798558092306323285053367511275 -1283929674 3021077757538148337',gssb_get_uuid,'',gssb_commit_addr,'',com_send_rpt,'7504544579483830819 -427719835',obc_get_sensors,'',gssb_pwr,'779817661 1550371288',0,7.649524211883545,444020.0,10900.0
drp_set_deployed,'',fp_test_params,'-1480713520 8692628317353832713 I;oU=',gssb_commit_addr,'',com_send_cmd,'-1138304459 -1605684439979042566',gssb_fss_get_sun,'',obc_update_status,'',fp_del_cmd_unix,'?',rw_set_speed,"'V""5XOA/T 9486836860068279356'",drp_test_system_vars,'',tm_send_status,'%E.;6b_Qk2',-11,6.320004463195801,444020.0,10712.0
obc_get_time,'-109539637337621976954503261044010019603',gssb_set_addr,'1548162833',eps_hard_reset,'',eps_set_heater,'K7_q 101132051625668607953334362309560287637',gssb_arm_manual,'1863603365',gssb_set_burn_config,'2673212820149376894 -3065543196639204924 -1254432549546823077 -222792185477703765171502463374943374861 MCI:z 1621058436291731209 10204989935240737271',obc_prop_tle,'&bC:4z+',com_get_config,'G+',obc_set_pwm_duty,'10369191805513905969 577709644918193921',eps_get_hk,'',0,7.287125587463379,444020.0,10688.0
com_send_tc,'565442785071739287 -8147062492925586050',drp_get_vars,'',eps_hard_reset,'',tm_get_last,'-242207080448062178205315630033071609872',com_send_rpt,'r7 284260964709564239873341068393920959984',fp_set_cmd,'-4785019429106802378 n -275279386842430777463083149203219776279 39226186888485866985714110242280171768 -6553916819975121919 9023422458496298181 -104224724652776637527198483367770326405 -4265804140419840757 -1422639190 262213777657153980184436400063708133293',obc_update_tle,'',tm_send_last,'(-ZK6ff|u 2348075488592644138',gssb_update_status,'',gssb_get_temp_int,'',-6,7.393665313720703,444020.0,10596.0
gssb_arm_manual,'13582970631120870843',gssb_update_status,'',tm_send_status,'6692664519535439461',tm_send_all,' 8968598945494576682',fp_set_cmd,'-4011801484262420259 14015110181511654626 13298094296808247628 -262870688250917483954914983329534192843 76180895122959584995824578463220619766 1726993816 130117568296786485941454476097504404831 -4668326460317882444 1428480063 16823471184579714942',tm_send_last,'-1540273869 -4740757768431453110',com_set_config,';a^4Buz 9118267536106611247',drp_test_system_vars,'',com_update_status,'',gssb_antenna_release,'1421588797 292901746254155347015651195129649647830 10689932070123384280 -198400315106659509291446973311961929703',-6,6.625451564788818,444020.0,10896.0
com_send_rpt,'-567800659 ',tm_set_ack,'14841090400648230996 Yb(F1JO+',gssb_get_version,'',fp_del_cmd,'10988326562481771596 -307909948872149091552107620571372748655 9992596293817693457 1968036663 -2073649580 -28928628343290442785435600955836462842',obc_get_time,'1618930581',gssb_set_burn_config,"'cF9o&~J -308588066777244246343201224762202713678 <05,("")(fH jHcLln -857196346 5369031570483575175 -155570441874708457346970447437777242157'",tm_send_from,"'7086408950475521019 1202854399 A?i,CiB7r,'",fp_set_cmd_unix,"')dW.2h&,^o 3738066747977149441 -855934486 4139768359455463193 12598287964753275454'",tm_send_all,'.V; -3146770962825987928',gssb_get_burn_config,'',-11,6.432602405548096,444020.0,10656.0
eps_update_status,'',tm_set_ack,'-1641113868 5453589482938558367',eps_hard_reset,'',com_ping,'9Ve2&}Xs',drp_test_system_vars,'',obc_prop_tle,'Cp<-a',fp_test_params,'-333812065712758664030456493703908059556 liT(Zz 1364887599',com_get_config,'12904779036626441484',com_send_cmd,'5953991705481631716 -302814687984676578482883292978308108361',init_dummy_sensor,'',0,14.027929544448853,444020.0,10688.0
