Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
gssb_commit_addr,'',drp_set_var,'KC77b -2676218648887471180',fp_del_cmd,'245030193 228265849580110045371677574580625538738 -#7t 1752272600 12391302974860662020 -2744999465908299784',eps_get_config,'',obc_pwm_pwr,'1986940454',gssb_select,'186325341',obc_set_tle,'-1581234194 705052290',com_get_config,'108765371451171482909461310263705784403',gssb_msp_cal_temp,'17847220053186225908 -4132183073489369721',obc_set_tle,'-1444267744 9133553851771849250',0,7.524388074874878,444020.0,10724.0
com_get_config,'-2619687917177494383',eps_set_heater,'-666181773 -2906860023484939127',obc_pwm_pwr,'1652717819736602231',com_get_config,'-772025078',gssb_get_version,'',obc_get_sensors,'',gssb_get_temp,'',fp_show,'',com_ping,'8759970330354580925',fp_test_params,'-227858736835500493588221915784666756304 -96777401199355593613604103484834746084 66626940325920170692688436161803798278',0,9.748824119567871,444020.0,10800.0
com_update_status,'',com_debug,'',gssb_commit_addr,'',set_state,'-2012951368496481708 4721678134834768546 -',gssb_get_status,'',test,'1149893404281097106150824580169080539',obc_get_mem,'',fp_set_cmd_dt,"'-111029436 e$4y%4, 180205017 1200485209 2130822401043439618'",drp_get_vars,'',obc_set_pwm_freq,'9172217756708157290 1196217884',0,7.350286960601807,444020.0,10944.0
fp_set_cmd_dt,'>6XQS^ T -674375833 Q]8_TC%` 17657841817917659401',fp_set_cmd_dt,'-2438995755206607262 g7EDDk\ 32496685193712386295456337317299579569  -422805176160736534',com_send_rpt,'-213578870973105406094927292049001344549 2654060123700967664',init_dummy_sensor,'',drp_get_vars,'',tm_send_all,'6216939331431988552 -136766361961377660686359386107709402663',com_set_node,'+',gssb_fss_get_sun,'',obc_reset_wdt,'',tm_set_ack,'1729265503 311165856533591213625879896944344771257',0,7.418792724609375,444020.0,10972.0
gssb_scan,'305525085925118277935699196406809994228 657657943',tm_send_status,'15589256233416800721',set_state,'-2131803795883227499 3351556941284068869 9612675074868757941',eps_update_status,'',tm_send_status,'-1422027365',gssb_commit_addr,'',gssb_fss_get_sun,'',rw_get_speed,'',gssb_fss_get_sun,'',gssb_get_sun,'',-6,6.606599569320679,444020.0,10876.0
gssb_commit_addr,'',gssb_fss_get_sun,'',gssb_select,'6813461152314626426',gssb_get_model,'',gssb_get_uuid,'',com_set_config,'4743621776902072714 14059856733472841636',tm_get_last,'10640861437086171494',test,"'n,?zzJm'",gssb_reset,'',gssb_get_temp,'',0,7.298530340194702,444020.0,10816.0
drp_ebf,'90512118',fp_set_cmd_dt,'17542921920770426797 183703714 11750871319136432536 -1167052159 -316690241158837184591977883867387132692',tm_get_last,'251096867710309815798235585083682931915',com_send_tc,'-8726066915324944690 -115403497293202361046329010891431689985',eps_update_status,'',obc_debug,'-182860481715223276316756949406010815269',obc_get_sensors,'',com_send_data,'1733800638',rw_set_speed,'-915599740474915525 -248316216749800926783584668274718174181',init_dummy_sensor,'',-6,6.64478611946106,444020.0,10692.0
init_dummy_sensor,'',obc_ident,'',eps_set_heater,'1075461317 -259451026412600636437364646395236997659',obc_get_sensors,'',gssb_fss_get_sun,'',tm_send_from,'187300628 ;lm~<' 330902220823112993189118203030884811975',drp_test_system_vars,'',obc_set_tle,'2yhCEm; 1968118910910067401',com_send_rpt,'169159728473717797 bs<$G',gssb_update_status,'',0,10.268794775009155,444020.0,10692.0
com_get_node,'',drp_test_system_vars,'',gssb_antenna_release,'1982251435 -510258018 16867494545063070833 ^YxWTl',obc_update_status,'',tm_send_all,'11635931427740905960 -897414954',obc_prop_tle,'339761601001479924',com_ping,'16975814969104555754',eps_get_config,'',obc_prop_tle,'X[-a[',com_set_node,'1503546237',0,13.09310531616211,444020.0,10808.0
com_get_config,'15175529420093685474',drp_set_var,'n4\ 18139499887179597619',gssb_get_uuid,'',gssb_set_addr,'-180941279011750915972083299369325670416',com_send_cmd,'-7035297760579670065 1089401405',fp_show,'',eps_get_config,'',eps_get_config,'',fp_set_cmd,'6341255531342147449 -213243107469616972046093570137014981980 3365775733621128064 -203745858 2685858316095738402 231663116055338380662440753402517412417 1075429815 5496275135955001669 16791450262878151165 -4737358984905854293862947567855615605',fp_set_cmd,'-5784530847172446380 239962337920083344230433898318842455014 -2410378057760901574 16025169198753520447 233513339995124756906799950527926510862 -1208333254 315992964584470053233512270872971441753 ~. 7998519111657764874 166880417311993105',0,7.428953170776367,444020.0,10936.0
