Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Exit Code,Total Time
fp_test_params,'739347562 HZq>#r 1949311117',gssb_get_sun,'',gssb_fss_commit_config,'',gssb_select,'-1139302438',obc_get_sensors,'',obc_set_pwm_duty,'-676620653 -97484498',obc_get_sensors,'',fp_del_cmd,'93549098 816016038 -1896886167 2023553415 -551528608 808164721',obc_get_tle,'',drp_get_vars,'',-6,6.750001907348633
fp_set_cmd_dt,"'59957605 -1929286251 1233634729 Va!L/z e'""86'",set_state,'2257732004094583588 15368835203435035081 -832273886',drp_add_hrs_alive,'-1343538462',eps_get_config,'',tm_send_last,'10703397654043006735 1982136333198090075',obc_reset_wdt,'',com_set_config,'BmZF0Q[sy QB\8',gssb_get_status,'',gssb_msp_get_temp,'',drp_test_system_vars,'',-6,6.266655683517456
obc_set_pwm_freq,'-533526147 957746317809895598073312336944295734',eps_get_hk,'',gssb_msp_get_temp,'',tm_send_status,'1636820629',obc_get_mem,'',fp_test_params,'1744318952 - -207224483',drp_test_system_vars,'',gssb_fss_set_config,'1330695897',obc_set_pwm_freq,'1152707330 44349510049025103722142332223627344822',gssb_reset,'',-6,6.473441123962402
obc_ident,'',fp_del_cmd_unix,'-465748499',obc_update_status,'',gssb_get_temp,'',gssb_select,'1181359983',gssb_unlock_config,'1070209335',com_debug,'',gssb_get_sun,'',fp_test_params,'679728457 ; 1947695640',rw_get_current,'',-6,6.263082265853883
obc_get_tle,'',gssb_arm_auto,'-943532847',fp_set_cmd,'-64629967 643568744 -1536096681 -2042734780 1026683867 -2122250311 -1876629423 1847152969 ;alt$I\ xJP*sIX',com_reset_wdt,'-1053001498',gssb_get_version,'',com_reset_wdt,'743643235',gssb_reset,'',obc_reset_wdt,'',com_send_cmd,'1567013062 !Oy-',com_send_tc,'-651485588 k',-6,6.3901872634887695
obc_debug,'113905437',obc_get_mem,'',eps_get_hk,'',gssb_set_burn_config,'1898517690 1599482014 1645333745 -61950701 1749837526 105806982 310010912',gssb_unlock_config,'1773703627',fp_reset,'',drp_get_vars,'',obc_set_pwm_duty,'1714538936 1062588596',obc_get_time,'1538726826',fp_set_cmd,'-1911022813 1845812963 -286196702 905930081 -1308655552 -1597923477 529232132 -746025033 *;N>\+SP.y ',-11,6.867763996124268
gssb_antenna_release,'529931168 1378139046 -1459965575 -1307982245',drp_set_deployed,'1679376590',fp_set_cmd_unix,'1743886143 1992638361 -102286052 _gGrq63 Rn~%EFi%\7',gssb_fss_commit_config,'',gssb_arm_auto,'156222938',drp_add_hrs_alive,'-837100794',obc_get_time,'-1237112005',gssb_msp_cal_temp,'-1828595859 1576965100',fp_reset,'',com_send_data,'qA0@.[r@S!',-11,6.45026159286499
fp_set_cmd_unix,'1603570938 -1181371302 2062818504 Ki{NH8Y13; ^XVgAq|]',com_set_config,'Vi6z ',gssb_msp_cal_temp,'-1445896645 2112366927',gssb_get_uuid,'',tm_send_status,'-1493354479',gssb_arm_manual,'-147124876',gssb_fss_set_config,'552703049',com_get_node,'',eps_get_config,'',gssb_get_version,'',-6,6.338379859924316
tm_send_last,'9822572679374453839 1957026990887412825',fp_set_cmd,"'-1339836454 -881848444 -1604212485 -843411403 444568179 -619559519 23687468 -446197365 a'""2G '",gssb_select,'-1804774256',com_debug,'',gssb_burn,'',fp_show,'',tm_send_last,'6024211268755318577 9578164621386964824',obc_get_sensors,'',eps_hard_reset,'',test,'AOu=',-6,6.27577018737793
obc_set_tle,'2069585861 [>m6-fo',rw_set_speed,'-1872063916 426286904',obc_set_tle,'1541258689 `_Gcw',drp_test_system_vars,'',gssb_arm_auto,'1350907616',fp_set_cmd,"'1610708493 -794832219 -1716643911 728526746 -122210174 -868835660 882190998 -279128656 ?d,vp9Gl b'",gssb_commit_addr,'',drp_add_hrs_alive,'-724527064',gssb_set_burn_config,'-591700806 1719226186 -1499675016 -367092068 2062074778 -308547966 177314639',drp_clear_gnd_wdt,'',-6,9.956995725631712
obc_update_status,'',tm_send_status,'-602034653',gssb_arm_manual,'-1396824896',gssb_burn,'',com_update_status,'',init_dummy_sensor,'',gssb_get_uuid,'',tm_send_all,'7314757720820259546 6251020468350130824',fp_reset,'',gssb_get_sun,'',-6,6.417137384414673
obc_update_status,'',fp_set_cmd_dt,'-2070358748 507883634 -375035298 :BKx{x F',rw_get_current,'',rw_set_speed,'-2046312675 1961290340',gssb_burn,'',gssb_fss_get_sun,'',com_debug,'',gssb_get_temp,'',gssb_set_burn_config,'-1861526800 -1035061240 -1034380295 -1676303377 -1687366927 265787891 1341631782',gssb_get_sun,'',-6,6.320539951324463
obc_get_sensors,'',rw_get_current,'',com_send_cmd,'294089041 UA',obc_reset_wdt,'',fp_del_cmd,'-647529629 1285990247 888508719 773925754 -752491313 300877012',gssb_get_uuid,'',rw_get_current,'',tm_send_from,'7536708696634790554 9195509970525825161 11088881990496278718',gssb_select,'930342032',rw_set_speed,'521196362 1102988344',-11,7.700417280197143
gssb_fss_get_sun,'',help,'',fp_set_cmd_dt,'-710498091 1957692667 1811065462 V /nwWo\',gssb_get_model,'',gssb_get_sun,'',gssb_set_burn_config,'-561452567 -806963972 -639732749 -654257723 530946596 1013730361 -2039734530',com_reset_wdt,'63767549',com_get_node,'',gssb_reset,'',drp_set_deployed,'1059679812',-6,6.508664608001709
com_set_config,'ovaB{3~TwG %YVti=?7l',init_dummy_sensor,'',gssb_commit_addr,'',com_send_tc,'-1462139053 \[[}(g',obc_get_time,'-1794606120',gssb_fss_get_sun,'',fp_show,'',com_get_config,'[:7x',com_send_rpt,"'-1485046381 ""]s\/=,E}'",tm_parse_status,'',-6,7.577908754348755
com_send_cmd,'-1956756290 mJPdCArWq',fp_del_cmd_unix,'475971442',obc_get_time,'428505908',fp_set_cmd_dt,'-1303293977 -1655478297 -1948694398 KZ;<B? Jc6s)',tm_set_ack,'12236646911233495036 6835852749878294112',fp_del_cmd,'2104800208 -1647998246 921945716 -1608203297 -288169868 -721362685',gssb_unlock_config,'-807323142',obc_prop_tle,'-1510291073722644295',fp_set_cmd_unix,'-1486745164 -546889817 199298689  k',drp_set_var,'-1695064783 361228175',-6,7.476133346557617
eps_update_status,'',gssb_get_sun,'',gssb_get_temp,'',gssb_select,'-1735584857',com_send_rpt,'-2070053028 i8:sagwOT',gssb_burn,'',eps_get_config,'',set_state,'10759303121306569654 12164146389351653340 744000007',tm_send_last,'13771588903376560849 6903731240079858160',fp_set_cmd_dt,'-551201851 1507349519 1367163313 vkF R<',-6,6.8478169441223145
com_get_config,'',eps_hard_reset,'',help,'',obc_set_pwm_freq,'-1826415649 38813024432316351758573475313437363800',fp_set_cmd_unix,'-261884272 -234427943 -1184272236 g rN}',drp_set_var,'-724599124 -1154497846',eps_get_config,'',obc_get_mem,'',obc_set_pwm_freq,'-977266569 -228880917170903322608972543094149924160',com_debug,'',-6,6.5122058391571045
gssb_fss_set_config,'-1105482412',gssb_get_burn_config,'',drp_set_deployed,'-8389528',obc_set_pwm_duty,'-747090045 -662269533',tm_get_last,'6652842141803735536',tm_send_status,'1212919114',fp_set_cmd,'2117236550 -546941784 731572557 626842301 1838514919 325368312 -1264672241 -2010418770 T{rU7&? %5K',init_dummy_sensor,'',com_send_cmd,"'-720397685 ]f3O""Q'",gssb_pwr,'-598125735 -1153738042',-6,6.690043687820435
test,'Oy',set_state,'768389049745009056 13459334930989125407 694970917',gssb_set_addr,'-2074329168',obc_update_tle,'',gssb_burn,'',gssb_commit_addr,'',com_send_tc,'1530072866 bxciV!TFV<',drp_clear_gnd_wdt,'',drp_test_system_vars,'',fp_show,'',-6,7.6650123596191415
gssb_get_status,'',com_debug,'',obc_get_time,'-2061679958',rw_get_current,'',com_update_status,'',drp_test_system_vars,'',com_update_status,'',com_reset_wdt,'-752877660',help,'',fp_set_cmd_unix,'456081114 578193496 2066626162 lh!BnHd :k4',-6,10.280992984771727
gssb_msp_cal_temp,'-2081428091 -2109607045',gssb_get_temp_int,'',gssb_get_temp_int,'',drp_get_vars,'',com_set_node,'-848855113',fp_set_cmd,'1414763081 -2102258537 2075012879 -1389372998 111254258 -765224081 -44067690 707079707 [+S&%R 7R`k',obc_reset_wdt,'',gssb_get_version,'',com_ping,'1668787825',gssb_pwr,'2010111326 1422189023',-11,6.5802457332611075
gssb_get_burn_config,'',tm_send_from,'12069735290862525043 12079782690155508124 10471717054868142840',gssb_arm_manual,'417108628',gssb_select,'1357278839',fp_reset,'',gssb_antenna_release,'-1590483932 -1178162994 1371453282 1632461068',tm_send_status,'-1952281946',eps_get_config,'',com_send_cmd,"'1863658346 @""A^V'",tm_parse_status,'',-6,7.09828782081604
gssb_arm_auto,'237819537',eps_get_config,'',drp_test_system_vars,'',com_debug,'',obc_prop_tle,'4062435468811478936',fp_set_cmd,'648383416 -850085164 -823562492 1871217662 -1267290755 -1772171503 26519720 1079911640 *F_qFx Q',fp_del_cmd_unix,'1476561129',com_get_node,'',com_set_config,"'15"" $""ic*~.hbp'",obc_set_pwm_duty,'423799817 1017228025',-11,10.051818370819092
com_get_node,'',com_get_config,'',com_set_config,'3^B {:<DdD1<x}',fp_del_cmd,'-727957015 -1699906219 -1217076335 -582207053 -895678508 -1544394858',gssb_antenna_release,'-133008109 1505761250 -640436269 1478043399',com_ping,'-1649925742',gssb_fss_get_temp,'',set_state,'2473702954559815503 7043554579565165922 -83094300',gssb_fss_get_sun,'',com_send_tc,'-163832486 mW',-6,6.3972623348236075
obc_set_tle,'1154330130 $ZxN%*DGN',fp_set_cmd_dt,'1561499831 -1967653027 470456816 &q@gMHS e',help,'',gssb_unlock_config,'1022999419',com_get_config,'H-&2O',com_get_config,'K<.',tm_send_all,'6988247222823488422 17359381773983299466',com_send_cmd,'-16998982 O4:!myLv4Y',rw_set_speed,'1887446097 -1829952824',com_send_cmd,'1131216857 *$J',-6,6.505755662918091
com_send_cmd,"'-1308481501 whg"")qr'",tm_send_all,'18121606739583825630 15146272914140768772',obc_update_tle,'',com_get_config,'',fp_set_cmd_dt,'-2141325 1265844045 1239268651 H MMd$',tm_send_status,'-456251684',drp_clear_gnd_wdt,'',obc_prop_tle,'2673214769296677308',drp_get_vars,'',com_send_data,"'_@>%'Q}E""W'",-11,7.330424070358276
gssb_get_temp,'',eps_get_hk,'',com_get_node,'',obc_debug,'-388033070',fp_del_cmd_unix,'-1044107430',set_state,'6794731601054394899 15869609258012896307 111061905',gssb_unlock_config,'1889063695',com_send_cmd,'-67804228 #',eps_get_config,'',tm_send_status,'1661064777',-6,6.531519889831543
