Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
com_set_config,'-236085496281909375433957974960777021993 -3851635121832617389 Aih@JFEmp4 -188908912513268699512826965958328377282',gssb_get_temp,'-4186999320811627169 6h[OTXuu 186388923945653628176034343274838447035 @6#x}',rw_get_current,'-8371528017938268108 -7848197782739760069  -321806903434061656063141627128551921039 -206028973772759798034828804136679663301 -4577358874974561446 -6078060143462385450 14329642268447304245',drp_get_vars,': 1056728332056918437 -5791667218219349703997624066985765050 -6084834597143332045 -7104974352202829144 1989000191',tm_send_from,'WYC1f(iJ 9428905829721015202 15938159358310074053 824115842 1831452497702705695',gssb_set_addr,'340195533071464524675796693062841419099 4742007917025615295 -1666051719 7844972094456627563 16029856482110006504 78077235292614252160627874072015949880 -5399558854291991017 -330029040557766186800792164835963700604 17041633503736177737 -985749827169947718',tm_send_status,'{;BOibZZ.',gssb_msp_get_temp,'-6167823981155373701 267894607 }UL[^Ut 99337676161113727980086189544857844087 1818694000345142106 9181191124092082435 -1726517002',drp_clear_gnd_wdt,"'-1631087587 q<b]}TyR -433832424 -5684972892737285789 GLw4Nn(+F6 BT/ -470185630 IpW*KnY caXT""`Tg!}'",gssb_arm_manual,'306190911 101133865 DA]8PT*` -822056331 GnZ{/P -233317006029531578301152966432068764842 4229012085887109153 -4766952743523173237',0,7.396707773208618,444020.0,10900.0
gssb_get_temp,'3927664606832933204 13725014567124895018 Z]`~ZL=fA',gssb_fss_get_sun,'7291147090462637660 8161892661040589871 236445622 -138747837156594250918792897101419464494 2122685533 -7119514505145359754 5jm=[4YP 12318978893755251187',gssb_antenna_release,'4018251471043249319 -136933579031228637054799689096277178106 -3490618803500416078 1727076986047111315 -1015528714 7731395580764364588',gssb_arm_manual,'9218051975988978507 9677027861514484112 g.FiedBua2 -383844971 10852053032445371477 {#@ZFgp%; -1520351622000941609 148230348117306124 -302122578256990368411361771006912718862 15571467114684676607 -8045069349791298621',gssb_update_status,'5359507660032966882 -427958877 4337592995212279456 15163729084660566269 947014014 85964644447750681097612156641510550709 -1742713771 -443950888',obc_debug,'3834613329594015804 U 13037539945263674607 161133790491708191725369343914847019298 260507067035491143490791119182323870418',obc_set_tle,'153788170428956221175918577607965992295 146723258816423346914485026144621114015 X\A?h(Q&%U 238019937464887581894372140265370287199',com_send_tc,'',gssb_get_sun,'1948563521556457989 11084560547381693320 7835923291920695214 -2186288109509947705 -5286022663812912698 -270420303 11295963173755695090 -1647473315',com_set_config,'528743757 3759817648987305985 2965495141071145013 -7454494349864445910014136269952535566 -7714233015108658280 14650636044181129263 8845946386259577734 -5239635047155552541 302904722 -223643376151486195778920913703600255377 11469263249078427823',0,7.186894416809082,444020.0,10868.0
gssb_antenna_release,'',com_debug,"'5""} 11657398525040994398 75566233725491796083058445286971589867 1182622523 "" 1780380425 -143488492868961749258510819756063371392 -216168250'",drp_set_var,"'-234706828271153578420549523323826369766 10965035907739576853 07_|lQHZk oP'; <wX^IVF 5870242946080060062 -1192055819 -404920344 ,R#G'",gssb_get_uuid,"'1785777123037163539 -1843574731 130269797 6649535406527171151 3955969979817308540 _>r<h9,V 1431628802 16040201836713311731 -188548261706114743032750596098842147475  16513613338335119997'",gssb_fss_get_temp,'-4134104065807716556 -1142079886 DNpW 297689964277833957871015674335874173677 -347553725  omt -1718503804 155598487074219625402561501146596821453 6992391192770814463',com_get_node,'E[R>3LP' 2373405035415681311 1009534081208653410 -6823587931994434753 270979820538523893701507140525158969041 -7367649464998410181 2009842398',com_reset_wdt,'6508044640132733082',tm_send_last,'7558092784172221285 \|P_dTiTC .u4[H.5< 15813648368157133770 -8152162636088284207 -5899810231803979332 -123748928649420187796816711576953319398 -6949504564684301549 -1642287408 A#SQAp 7422584750697725402',gssb_update_status,'842937792 783718850141396104 Qyu'#7fVy 138747428003053197786224942965016321248 -100695838',drp_add_hrs_alive,''\4#ce',0,7.28597354888916,444020.0,10632.0
eps_get_config,'-7188603899651080357 4516671555854455183 10411261482529712817 -1219805548 -5712912730968719215 -222544518829445524610831331233169348505',gssb_get_sun,'605004788 206753562041028076973223179190294267415 ;\PRF@XP 7065320989520876696 E#jl~ -76478958010279058779031272058138372067',rw_get_current,"'""/~P >nb 1932681057230605334 1734703339 X4je?7L 1506925169 -90914531508677000594887671107904480807 k/):BrL 182983420209610619301999306177685261956'",gssb_fss_get_sun,'-5281720889880997856 -1396141191',obc_get_time,'15889207181356884632 2507319332877469724 11356347513608938319',com_get_node,'171618190401902820857180554632239050987 8836716635409938907 149825615319358494450585083902329162468 170052994419734097410611620955218942752 459226255 -54342478164022856987189312754433267051 2009813423 -1721484028 b8TD -4041946744465773967 -35987124960966255980783593210975324290',gssb_fss_get_temp,"' &jjnCs{""MS -4944930109057763845 12950800462333018451 -90565831821141882971654884826169231373'",gssb_get_model,"'3223805435275246733 -51213768815002927411728930834480834766 z=TV$ -309470986791394608976365440800056770223 10538463495382997025 -4558696045782001930 663737181776091380 -254450027138400264791671474865092577101 3329256121271485622 xF2/Gc#,l 319089996312180245379296949686482330094'",drp_set_var,'2128551988318470472043483359210499927 2475539212997502602',obc_set_pwm_freq,'-294960001814147364976546972257422955876',0,7.5434324741363525,444020.0,10540.0
eps_update_status,"'s^.""$bZSg -21283616 W@63'",tm_send_all,'924085796376703508 13581630483888088839 2592271290947389191 156827992430119958682183733941829952668 1371527510302173824 v[U6R{ -965259309',gssb_scan,'1855541150 7636813797491252958 500295229673599377924914828557644331  628958571960832333 12663547236715460215',tm_send_last,'-454370869 -336183714298302108945467054290486491217 T)r. -1516874923 3815468360174151287 DJ|j#1 ~UZL41 364076445545840007',gssb_select,'12532733246260296656 p*S] 4- -821189611',fp_del_cmd_unix,'',com_send_cmd,'|] 4419389318222750085 1986437375 -9103987083928902184 x#[Ei: ; 1166531983294739549',gssb_arm_manual,'-1787772102 1435035893566843259 11618950853468645088 -1752020617782859200',gssb_arm_auto,"'6406814211760284115 C;`BFSk"" -8413310179524471828 +^1_wNq 138273788872873897533595800469598697778 -45218966 373057977 -111873730181143256311463601246666813790 #%B2\'",gssb_get_sun,'26690328542381729496866719784981311488 114588607247223110315926365434202658428',-11,6.545945882797241,444020.0,10884.0
obc_get_mem,'1769658393187691755 EP==?T=Jo ~[wzU -1031251505 u>bQKVae  197775920646908320292635217026831769086 vX.',obc_set_pwm_freq,'-6732752347564851765 225299583777295251812646884002309889868 1418715495 -1054768132 -6649179424766644935 6275048525332428884 8^X?*# -3067842630507474754 355774685522288576 -9070329044998490194',gssb_get_status,"'298139158 ~RU!,'g| 162684992929737164338470284279576901291 c|Z1:Ru@tA -1598313395'",com_send_rpt,'@ -2022913244043488570 162020314803955333130665863862925725078 1265417113 74971344827064130440353046543050306504',fp_test_params,'-29427316636415314391486580168884135182 -1499459454 1838288850 -4760626238579519905 -1651954476',fp_set_cmd_unix,'/t 7552371801919668679 18425037143516203995',help,'g;o23FkjM 1631429775660055931 @}<)4 1672380794 -4450406589117117657 1.Zdt 244271371584014882416472823248030044583',drp_get_vars,'9352865826923839117959269870261995088 |<-MiTXaKe 108538372459010896846038989974633178513 155536123443818110591191591076474531245 -1286562239',eps_set_heater,'1467066649 4578755318098594915 64237548 4381707345868071274',fp_show,'* 9120978742949784422 12370920855554430462 -702377519 -394431 -409351508 12332445535647087360 60ti_H2 14374155546031617577',0,7.412744045257568,444020.0,10644.0
gssb_antenna_release,'45543594 -4928799984560145061 71277585852012993 2818463807471248685 1285085668944665705 -14526627386741816497430278179330645701 11580169794497358314 n -259203498200927591703116702832213384213  236215147',obc_update_status,'238617781372999342595512261493591773804 2291843833984563480 4906395425668500355',com_send_cmd,'12682001831491428910 -112539041126830603946474340037260380688 -1649717747 329620323907997306417411177380516088293',eps_hard_reset,'8491539520701506950 GZo9',fp_set_cmd_dt,'1014723046 34118619327153259222406441605897673746 -35240882100085712422209274698536844688',tm_send_from,'',com_reset_wdt,'-318707162615991322187170079710394710436 231892207014820124867147170633282538716 -99405778472571182799773297561061795765 99184863160521857385413861049512071953 222724014880299226 256930856104281399450450957546245418791 7387822604967805578 4955473413287689409',obc_get_time,'',gssb_reset,'-313675813912197337277129165718288927458 pU{'Nu2l 353646611',drp_set_var,'%J -159449650 m 15489990887956443413',0,7.409426212310791,444020.0,10896.0
fp_test_params,'J -5722436584113756992 +8a[G; 116682837816502700335510172947555344323 1618597299 16773745708390579889 5498643407825587503 -992361253 1790458113 5802406016803779998 5733618254145212144',gssb_fss_get_sun,'8y9)!K',rw_get_speed,'1802438288135520589 1464491988',gssb_update_status,'-5639780524015976633 67797876181353259766174873696020593338',gssb_select,'37463314451326640476921182128380585531 -7745320855189211458 7922536717149469986 4653029588962418960 13248582485204609661 -1724796511',gssb_msp_cal_temp,'@%6'!.k=',gssb_antenna_release,'996873807 -1840576527803876772 -8755141335560572257 -1733097964 Th 178344190252255810004957196898695479865',eps_update_status,'-1583342096',eps_set_heater,'',tm_send_status,'-1013772746 nc=-G 1537465691 17794773930126019587 -624817687 50473860 -8525162838068228615 -56687098670319635469564268253008611255 -4167098530376325695 -349928892194713363',-6,7.277101039886475,444020.0,10928.0
gssb_get_temp,' )1A'JUi 3167460597987306876',drp_get_vars,'-3494524059459514580 3112310936374894633 3843533792278059028 2625973966925680596 112981631679485670172192459563336044733 Sj}b^\LZ 1273413378',com_ping,'3687726953357471270 81691602715827163032566246154101890666',tm_send_status,'-1539597547 856608091 7756103588474384574',gssb_update_status,'187861198336793291433442678568735229055 -1955275697 -1996980687 -2055728844 7301866482047160364 7/Ywi 4419481937919454615 Bj8 83763080224592849392804171581936719492',gssb_get_sun,'o 1039259212324533098 -1546361658',rw_get_current,'10736853130572588412 12026021679536068065 -686547899429858372',drp_set_var,'203588257482893047901873324595057085364 k^(WuM'zh <@Q$Gj(vWI -2644831578742647415 -1069085404 7640140979289442739',rw_get_current,'20514736 -246745326649588767482097385472939323443 -272822659774763073359061103348730768348',drp_clear_gnd_wdt,'P 23252713487069197447115394413282501819 -295776528616627359287739276327144929810 9I 129792635989120802254330935676153972074 301346263 5450382279319012077',-6,9.5983145236969,444020.0,10660.0
com_reset_wdt,'2020477175 -4831506619456826452 1853606800 -944941357014509223 -1622769807 y@!5$dD-/',obc_set_tle,'6662449291198017765 /`P74',com_ping,'5418853610086169441',com_send_rpt,"'1688728432 6408578962300691063 -588281756 wf -5942260922159835796 -214403579816533359486962251225602806212 291367875509515544291320037031558890482 246439635364742074005347832321442782091 -111663742796047277315422630744334833132 875868786 p,~F'",obc_get_mem,'333550360057524531795859648108329711992 -123862349008703592693411801219474221077',rw_get_speed,'8428301570398536365 H 'Z:&CyyUfl 59716944399384474117982506955767656795 -981065549518745529  .FGmMq\FJ 209527426011082458263364819901652872976',tm_send_status,'-5952748685180749326 7946054744408448254 3133903639430794066 N+Xm 4152568054770913909 27  4922456233015618311  -1861209044 e>>5',com_ping,'50665118736452906722665437160786754231 -6589093607530163395 pBVqGojl 52095727959549393 /T:%P_7tb6 296970423 1207546418570509775 1093134585 184180755 123431308',gssb_get_temp_int,'14055566467595871026 2123911206 -2039753570',gssb_get_sun,'1785884221 3541312143440940238 7%',-6,7.989877939224243,444020.0,10516.0
