Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Command.10,Parameters.10,Command.11,Parameters.11,Command.12,Parameters.12,Command.13,Parameters.13,Command.14,Parameters.14,Command.15,Parameters.15,Command.16,Parameters.16,Command.17,Parameters.17,Command.18,Parameters.18,Command.19,Parameters.19,Command.20,Parameters.20,Command.21,Parameters.21,Command.22,Parameters.22,Command.23,Parameters.23,Command.24,Parameters.24,Command.25,Parameters.25,Command.26,Parameters.26,Command.27,Parameters.27,Command.28,Parameters.28,Command.29,Parameters.29,Command.30,Parameters.30,Command.31,Parameters.31,Command.32,Parameters.32,Command.33,Parameters.33,Command.34,Parameters.34,Command.35,Parameters.35,Command.36,Parameters.36,Command.37,Parameters.37,Command.38,Parameters.38,Command.39,Parameters.39,Command.40,Parameters.40,Command.41,Parameters.41,Command.42,Parameters.42,Command.43,Parameters.43,Command.44,Parameters.44,Command.45,Parameters.45,Command.46,Parameters.46,Command.47,Parameters.47,Command.48,Parameters.48,Command.49,Parameters.49,Exit Code,Total Time
obc_get_time,'11293325203684017902',gssb_get_burn_config,'',tm_send_last,'7855221453935029919 56034674362936027149069024822892492320',obc_set_tle,'1787717395 ',eps_get_config,'',obc_update_tle,'',drp_set_var,'4cOKkw>l 1482948647720775969',gssb_commit_addr,'',com_send_rpt,'tJM?0I 323967574685816138548370720362125347229',gssb_arm_manual,'318298707628461684785600211790733498057',obc_get_time,'',gssb_pwr,' -4517208969770140264',rw_set_speed,'-267746101327438921624937423266247810442 -7246479544289760906',gssb_arm_manual,'17158155206856487011',rw_get_speed,'',gssb_set_burn_config,'326738015095580543396656578844121280847 -1092379524 40707949683363663156039228772736425961 2039762491 -336570427 3145934160456614913 288606902003194226774608459625729894444',com_get_node,'',obc_pwm_pwr,'-2659045006571869628',init_dummy_sensor,'',com_set_config,'11881935365081001094 17330251073867415538',fp_reset,'',gssb_pwr,'16513487348029813979 11032512443227602415',gssb_burn,'',init_dummy_sensor,'',obc_reset_wdt,'',fp_set_cmd_dt,"'1435460469 ""cxO4h +-* 155772669478742081008251983811012078365 -1941993771'",rw_get_current,'',fp_set_cmd,'3392301095472055945 263284936087169647190595242657273216161 8173044284040785410 -151088353556920023996080602304096424390 537605915 -4843454994050718101 9485140776193303089 -172429422794385883650625549334202483684 -790282063741745636 484525411',fp_reset,'',tm_get_last,'3646742572153896180',com_send_rpt,'-188606180262580996723638574753411950693 -604832666',tm_set_ack,'190391755 4302845018169701477',init_dummy_sensor,'',fp_del_cmd,'41549055 1062678544712166824 9748772552324936192 2138557066217258666 2 -2387532618715609601',rw_get_speed,'',gssb_get_model,'',drp_set_var,'18221108230502321126 rtgUZ',set_state,'-914600747 -468638012 Y+C|$gQP',fp_show,'',fp_del_cmd_unix,'-106823825359892746619356723945904660161',gssb_get_version,'',eps_get_hk,'',com_send_data,'-1357742387376022551',obc_ident,'',obc_update_tle,'',gssb_select,'-197182473273375689397128923422354854451',fp_set_cmd_unix,']l|z<[; 5575636109519426396 18290853640201092602 33964594584958459330359726363241618932 -187132832407467096978781749175934379921',drp_set_deployed,'-197559716151567553538802897440773694090',obc_update_tle,'',gssb_fss_commit_config,'',-6,8.463212013244629
obc_update_tle,'',eps_hard_reset,'',fp_set_cmd_unix,'E&NCt&FI B/{q 6g]CDL 278365967797435804387190648815349845444 5497719980417216352',com_set_config,'10636002414988721050 15721531930483217465',com_ping,'850770499136492407',obc_set_tle,'-544491600 ',eps_set_heater,'1kYzfF -306920616197179836751535054561363097045',gssb_unlock_config,'31975117398436384794805885416481811656',obc_set_pwm_freq,'5951123627190073145 gd[|',obc_debug,'16618740628777815144',com_ping,'15793804323089440861',tm_send_last,'335600071639725825894615338140923465060 -223208112245470661292580031570051866025',test,'\',gssb_pwr,'2794058337218485090 -1975170598078276043',com_set_config,'137930988472858790474118039041050594994 145396873302532844223071252896920767113',gssb_fss_get_temp,'',obc_pwm_pwr,'-6279130803308823535',obc_update_tle,'',com_send_cmd,'327700237517919934168597948915778579397 12795758633400155588',tm_send_status,'311285252655679510310831268526975046729',gssb_burn,'',tm_send_all,'14074376059628569911 ',fp_set_cmd_dt,"', %?s]E4S/ -3901569047593582558 18039714432834824056 768402001'",tm_get_last,'12075474684091260655',obc_get_time,'-125525841790064959138060243029869042580',obc_pwm_pwr,'7358793357671160795',drp_get_vars,'',fp_set_cmd_dt,"'36946208474372306417100161977164291115 -852463452 |'z,HS>Le 7972910383539449697 -2042992348'",drp_ebf,"'xD,fhVe6}'",test,'ZqG1',gssb_get_burn_config,'',drp_set_var,'326179913868501179726483023216383614923 7492126900890633584',eps_get_hk,'',gssb_fss_get_sun,'',tm_send_status,'515945907',gssb_msp_cal_temp,'219493197 13115063313339241006',gssb_unlock_config,'11960980956432766570',gssb_commit_addr,'',com_get_config,'-8883745898711310995',fp_reset,'',gssb_set_burn_config,'1JGXyymNs 17954412179578048357 Q^D[9F< 7957722218282942398 7625495858700503178 463209733231693816 -110908754680218831638720558364297456669',eps_get_hk,'',gssb_set_burn_config,'305985275 11028064817384046697 5788860309016046026 248443191378309393347134671226947398290 -1168688066 -1736339239 1450571955',gssb_get_model,'',eps_set_heater,'GFx}h -1186159540',drp_ebf,'@\(sRo',gssb_fss_get_sun,'',gssb_arm_manual,'291820918851870459356979036041787532885',obc_set_pwm_freq,'-5209521955005585545313852971948953915 106023117135278909079923536952655707227',fp_set_cmd_unix,'17294360029698391024 1232763203 6783924907950644522 bh{X/ha5 2227785509755609051',-6,13.670373678207396
gssb_set_addr,'824859941',rw_get_current,'',drp_add_hrs_alive,'-4700812874451596407',obc_get_sensors,'',gssb_scan,'8 196485949815337806647232912115079804927',com_set_config,'T>`lq -1839930447',gssb_msp_cal_temp,'</r|86[E 11271464345427662865',gssb_pwr,'5364416277408620632 -7123031000375728106',gssb_fss_get_temp,'',gssb_select,'FGg$^Z',tm_parse_status,'',tm_send_last,'-6259986514389396610 -214955812065061890821989462126147515541',obc_get_time,'258800552735661399',tm_set_ack,'1001773566 -1079809929',tm_send_status,'',gssb_set_burn_config,'12675543314067904732 4378833879718485415 -2134967005873634374 15312348400005239085 -30272416306799963444162540252974030776 ya( -2304512',gssb_get_temp_int,'',tm_send_from,'*x]WepW$ 4024851121484523255 Q)h8',gssb_pwr,'16512437575349451366 0B',com_debug,'',drp_clear_gnd_wdt,'',tm_send_from,'11323820958532255298129195544629529312 5onuaT: 15259586837892353306',gssb_arm_manual,'3887816810465455041',fp_reset,'',com_set_config,'-235891720582803765292318187351872299584 -1304342303',gssb_get_model,'',help,'',drp_test_system_vars,'',gssb_get_status,'',com_get_node,'',obc_update_status,'',obc_set_tle,'-280670663263030845850160115205927209822 1061795579319131645',gssb_set_addr,'178427012311730381744373625558435460919',gssb_fss_set_config,'1080170868',fp_show,'',eps_update_status,'',com_set_node,'(&',obc_pwm_pwr,'-208132786523624617848886378201067480205',rw_set_speed,'^) -1902667966217223789',gssb_arm_auto,'%9|4n=d',obc_set_pwm_freq,'485052312387752747 -339386659626762913630624116042985874216',gssb_fss_get_sun,'',obc_get_time,']|beIx',test,'5584940895946739405',tm_send_last,'5085404894927472611 -7518593938810762309',tm_send_status,'10984593463431905260',gssb_get_uuid,'',gssb_pwr,"'L/#,,-d -210723963549086250894667091999082588441'",tm_parse_status,'',gssb_arm_manual,'-4141093859768413367',-6,13.31018590927124
gssb_set_addr,'5.W:y(E9',gssb_arm_auto,'-4743575687242493893',com_get_config,'-827223609',drp_get_vars,'',gssb_get_sun,'',gssb_burn,'',com_ping,'2105478517',obc_get_time,'-454717441',gssb_get_version,'',obc_ident,'',com_send_tc,'5o<h|{| 1071507113',gssb_antenna_release,'-181596877411133079754413061936578072787 1879475695 71336393067442900078036438203262687605 -185738894157141562176558832427646252729',obc_get_sensors,'',gssb_set_addr,'5955657046886469892',gssb_unlock_config,'258854121903864517411554713226613902704',drp_set_deployed,'2232335061237822640',obc_ident,'',tm_parse_status,'',tm_send_status,'-8559317795928480215',tm_set_ack,'13319068205723523637 1201284621438284373',eps_set_heater,'-2448386859114335454 g_x',com_set_config,'HD(FL< -4754674127113326579',com_send_cmd,"'59557708425270375771426304402257289174 E1<5ck""V'",eps_hard_reset,'',fp_set_cmd_dt,'319839697650834115033843986014959735015 184001258708749629395201148882018243467 -4310176923417105112 -4016362392028796417 9317590744274377883',gssb_reset,'',gssb_get_model,'',tm_send_status,'-4204292669202401514',com_set_config,'-1700451526 -5848534707132685052',gssb_msp_get_temp,'',gssb_scan,'4089518958567765013 13832048906473994632',gssb_get_sun,'',com_get_node,'',com_send_rpt,'-9038240998484072399 57869725',drp_ebf,'7865651624445311710',com_send_data,'180882324411202198015345344546739099641',gssb_set_burn_config,'4137602412321178427 1023242647730870903 -335167942315787180659284883716992918921 -17527194 147448839470384183673457026735610510016 10066156542791939861 1324653595',com_update_status,'',gssb_unlock_config,'-602335146',gssb_antenna_release,"'kUtE+3?]&Y qFdJ}0""CK| 193545732 -142792852369508480271489297938584803623'",gssb_msp_cal_temp,'PH{:Wj>]!g 2268899265810387941',tm_parse_status,'',eps_get_hk,'',gssb_select,'16675292440183885902',com_send_data,'-594667998',obc_set_pwm_freq,'16560679941532571695 %`!+SDV',fp_del_cmd_unix,'-239107201862094497907899757821271720523',fp_set_cmd,'* 5695591258990074201 -4366653763143395063 -1886759748 -1065452089 1978659915002963947 3555287612813821143  70442679760010248593841607128539467488 -172310701274043879744910693175952834178',eps_get_config,'',gssb_scan,'-6371314873888076946 243429282500407937383310415792261875176',-6,9.934887409210203
obc_debug,'8534813591228342993',tm_send_status,'-537482748549491552',gssb_fss_commit_config,'',fp_test_params,'L$TPnt=A0B 215341946246457604170929724789039987993 5363365505779906252',set_state,'253339141546085671465580596791266235550 -1307611458 -2677126541920914270',obc_pwm_pwr,'-4177519904678267876',com_send_tc,"'17116685695946514864 ,S8d>_'",tm_send_all,'1910870854 134703475831099115368214198760354038697',tm_send_status,'3176829997393224593',tm_send_status,'3191041594607256272',drp_clear_gnd_wdt,'',obc_prop_tle,'5919516782674973511',gssb_pwr,'-2629210054933299518 -1408077468',drp_set_var,'-168483110666998802542817023164869277023 -3255129215188156726',fp_set_cmd,"'-2327927279142125702 -1434937240703937255 a,g1& 1602815205607249079 -302576686 -119571934590392781199366450729882365892 $YbRj -1591371210 -116938191969152582392913288785678582401 727596044530501384'",eps_get_config,'',obc_set_pwm_freq,'|]V -1358238594',drp_add_hrs_alive,'15745605558679898922',fp_set_cmd_dt,'-136697803481223764509910357284236590778 11378926095151969776 -385005035 -1883415075 -41805625078186546',gssb_get_temp_int,'',obc_get_mem,'',com_send_data,'-217813039220673930406009403170306034359',eps_hard_reset,'',gssb_get_status,'',rw_get_speed,'',com_get_node,'',gssb_select,'55105457456739325119249758197153085594',eps_get_hk,'',fp_reset,'',fp_del_cmd_unix,'5713201320716075557',drp_clear_gnd_wdt,'',obc_update_status,'',com_get_node,'',gssb_scan,'236839370062474766396442708873518135644 -6915566771004853349',eps_get_config,'',gssb_fss_commit_config,'',obc_update_status,'',gssb_fss_get_sun,'',gssb_antenna_release,"'1866937548 5237860507401553204 Tj2U,G,{# -270652856635023172125791780171570746338'",gssb_get_burn_config,'',drp_add_hrs_alive,'4276315730686182600',obc_set_pwm_freq,'-3775616931048620328 E`My(P',obc_get_time,'b',gssb_select,'-1104080834',gssb_get_uuid,'',obc_prop_tle,'-253427002',gssb_get_model,'',gssb_msp_cal_temp,'-749525082 900424778',tm_get_last,'1814614685',gssb_get_temp_int,'',-6,6.368947982788086
gssb_get_temp_int,'',com_send_rpt,'6001046701885392229 -260205656534796048863143671035637276262',obc_pwm_pwr,'8363199419175985660',obc_set_tle,'325503160 4124219906130604953',obc_get_time,'1706522979',drp_set_deployed,'-303013153043762232899716045925928582643',gssb_get_sun,'',gssb_get_temp_int,'',fp_test_params,"'1929745223 i$T{p[i"" 170982359'",com_send_rpt,'c`b-=d7Da> 1lm5cH%',gssb_fss_set_config,'-1843800542',com_update_status,'',eps_get_config,'',gssb_antenna_release,'-108125007 eRV*ls p9rtG2$ -1663828387',drp_set_deployed,'-7004022041957775251',fp_show,'',obc_get_tle,'',gssb_fss_set_config,'-2609962399306518660',drp_test_system_vars,'',tm_get_last,'183811338507587019577825383426636244551',obc_update_status,'',gssb_fss_set_config,'1956220238',gssb_unlock_config,'11862278825379457243',obc_set_pwm_duty,'-119228314544350255790450563853590538274 }5',gssb_fss_set_config,'_\',eps_get_config,'',obc_get_time,'6656718178329806413',drp_add_hrs_alive,'7859697835059064454',tm_send_status,'0Z0}W(',fp_test_params,'3831076223182461461 ~i|b.Lg 3639849976002298632136447083285350551',drp_set_deployed,'-9192214953583059408',obc_debug,'1727477113',tm_send_all,'6095979584653041817 0c36`^38-',eps_get_hk,'',drp_ebf,'+=mPLwu',tm_send_from,'-150663327245883265497566940119693233511 -572698091 -5841435605833441210',eps_update_status,'',obc_get_tle,'',gssb_fss_set_config,'13246919860357019729',rw_get_speed,'',help,'',obc_update_tle,'',obc_prop_tle,'p<MF7*',gssb_fss_get_temp,'',com_send_rpt,'260890939391102040665376326558814390977 163378731666637601642122599292773955674',gssb_unlock_config,'-328253461041550963726496216212469032961',fp_del_cmd,' 4_}qJIy -2062465897 ts'4>- -2081846308 -340493244',obc_get_mem,'',fp_set_cmd_unix,'-987139888 8843356669797988818 -110911607434852601096229002148010976389 -325657884851188634139781651164422172761 -3566370335207034262',obc_get_time,'174594152301950848272079474337027610186',-6,12.189369201660154
gssb_scan,'-291959314300809877752750175685318974477 -894927488192138772',fp_del_cmd_unix,'-31435023058644740397135744077070313205',com_set_node,'8122648204664284508',test,'-6173084115834458243',fp_test_params,'-1953154583638283383 436270182 1156931688',gssb_get_sun,'',gssb_msp_cal_temp,"'78601421 =,AsdC}T^3'",tm_send_all,'10271310457127477630 3]T*9',eps_update_status,'',gssb_get_burn_config,'',tm_send_status,'-187730926421496797794097187559122161779',com_set_config,'189440226383353803540722477517817133728 188089182555536102765820176691398842536',fp_set_cmd_unix,'280896942 -96971188 1763195723645115361 -8454480492964065523 1905883347',gssb_fss_get_temp,'',drp_test_system_vars,'',eps_update_status,'',drp_clear_gnd_wdt,'',gssb_get_temp,'',obc_get_sensors,'',com_reset_wdt,'-5918872945800531134',gssb_unlock_config,'-6729759662788351992',com_update_status,'',gssb_pwr,'-50891986233831067118339379585450426585 -21751625053015950811099360357941043722',gssb_get_model,'',obc_pwm_pwr,'14122793816009973043',eps_get_hk,'',com_debug,'',obc_get_tle,'',obc_get_sensors,'',init_dummy_sensor,'',gssb_get_model,'',tm_get_last,'',eps_set_heater,'6801000351093180555 -211938750',set_state,'w9u5=E 16640685656366641177 186236844417896429245186540111720221478',gssb_scan,' jOllF%',gssb_get_temp,'',gssb_unlock_config,'16298032621958201570',com_get_config,'9454629746741770788',gssb_unlock_config,'6999615690378735778',gssb_scan,'-210670376 9s.',tm_parse_status,'',fp_del_cmd,'-999890950579297635 -141432999452461514276845481710869177617 976051456230302893 -959511848 14181220367682132292 -319608076238527213036192869838262509278',rw_get_speed,'',tm_parse_status,'',gssb_fss_get_temp,'',gssb_pwr,'-766893948 4987030213644269579',com_update_status,'',gssb_get_temp_int,'',fp_reset,'',eps_update_status,'',-6,6.2942328453063965
tm_set_ack,'29013887958339729111589096335069473141 -1105311205',obc_get_tle,'',help,'',gssb_get_sun,'',com_debug,'',gssb_fss_get_sun,'',drp_test_system_vars,'',test,'1505642961',gssb_get_status,'',gssb_set_burn_config,'731161361 -330146851348966854433032661956517885147  1826275240 -83359025758996779409839402963296563940 1861591999657388362 -243359747188701685228781073316503728679',tm_set_ack,'8188456939169880243 3677004391553790120',rw_get_speed,'',tm_send_from,'18007611086182588254 376503391 10753864885926352543',gssb_msp_get_temp,'',gssb_fss_commit_config,'',gssb_get_uuid,'',fp_show,'',com_ping,'-1575216772',obc_prop_tle,'!!Gy',gssb_set_burn_config,'4663004192196161068 1638128564 -2469321115366460739 524042496 -722807856244957406 -1877546105 341506398641401280',init_dummy_sensor,'',obc_update_status,'',help,'',fp_set_cmd,'-1871761064347228046 1885399423 -2470112712261469244 13794563189897426902 2204431975432636811889205324582737130 113979773248497921259147508786963922169 4084069669738803850 7624300375891633563  1988856415',gssb_fss_set_config,'-39974450479161581015358147316953631139',com_set_config,'U}e[M@zj$5 2918138640504210572',help,'',com_set_node,'\',gssb_pwr,'-956364745 1831619893',gssb_get_temp_int,'',eps_set_heater,'189684640482579120984388155342942637898 92590463954898456127819217821035125681',gssb_get_temp_int,'',gssb_commit_addr,'',obc_update_status,'',com_get_config,'-5284042015807955112',gssb_get_sun,'',gssb_msp_cal_temp,"'H*Z, 15756835742023900945'",drp_ebf,'9H',com_send_rpt,'13561274499105038355 -43190725055473521847195103512463643187',gssb_set_burn_config,'15842081730143599652 2393601750286799867 -338172113668346878527254397252651781745 bqx$~{? 261998598795308233265427566486231113977 N/ 2150348643821152972',gssb_burn,'',obc_debug,'-184995763563048736216608736778517107857',fp_del_cmd,'-264016503 47510540 476716202713195955 B `DLd 43793772651874279788646825638164502038',gssb_fss_set_config,'2503795161538164802',tm_set_ack,'1567852449448082184 1552065238',gssb_get_sun,'',obc_ident,'',obc_get_time,'@DW8eV':!l',com_reset_wdt,'1072080706174258125',com_reset_wdt,'4698131330756407363',-11,14.52163052558899
com_get_config,'-267324918921376192642887503476657429664',drp_add_hrs_alive,'-94623233',gssb_get_version,'',fp_set_cmd_dt,'492945844 OJ% 46750927340852258 1486839465375142264 {',obc_update_tle,'',gssb_msp_cal_temp,'186358246916405113209997512691579509200 bS|Ex%x#T>',obc_get_mem,'',gssb_fss_get_sun,'',drp_get_vars,'',rw_get_current,'',com_get_node,'',gssb_get_status,'',gssb_get_temp,'',test,'&:tXRQ^',com_update_status,'',gssb_scan,'-2146121920 -5115125291562643842',fp_reset,'',com_get_config,'-690216778',gssb_arm_manual,'-270762152608389451079853012519891850259',gssb_set_addr,"'&,WB%\7'",gssb_get_sun,'',gssb_arm_auto,'1211076170130784982',fp_set_cmd_unix,'-2919362765106009296 -4073880364416601392 16905615239763971606 147704615591006958651908360364210332293 771660658019528822',gssb_select,'-224037833671109508690758402128594088025',obc_prop_tle,'253006043278288696010540560909745746039',drp_clear_gnd_wdt,'',tm_set_ack,'-988989387 785341417',drp_set_var,'47397179 j=K',com_get_config,'-39975616',obc_get_tle,'',gssb_scan,'-1113985938 ',rw_get_speed,'',rw_get_current,'',obc_get_sensors,'',gssb_get_sun,'',obc_prop_tle,'11068896853853447940',eps_update_status,'',gssb_fss_commit_config,'',gssb_get_sun,'',fp_show,'',gssb_get_sun,'',obc_debug,'6433998347103518763',com_send_rpt,'2041820097 14565508337658578742',gssb_fss_get_sun,'',gssb_commit_addr,'',drp_add_hrs_alive,'6364094049252294664',gssb_fss_commit_config,'',gssb_commit_addr,'',gssb_set_addr,'-1796115209',gssb_get_sun,'',-6,7.828727960586548
obc_update_status,'',fp_reset,'',obc_set_pwm_duty,'17200415018384480578 -1659133873243775088',com_send_tc,'1692970092356520385 -1433143243682948424',drp_get_vars,'',obc_update_tle,'',gssb_fss_get_sun,'',eps_get_hk,'',fp_set_cmd_unix,'6763638214370067367 114215764199617193921177434823209203518 -1747614132 1932369821951989316 -189526274257144110465182156217523582428',gssb_arm_auto,'-8520727908799826652',com_send_data,'364783044137585747',fp_reset,'',drp_set_var,'16108334909215575214 1618057572932912444',com_debug,'',gssb_fss_get_temp,'',fp_reset,'',com_set_config,'*P:ZG 7699219859890476420',com_send_cmd,'-128467475424033103240767265514370600435 -3113661037491625235',eps_hard_reset,'',com_get_node,'',gssb_commit_addr,'',gssb_msp_get_temp,'',drp_set_var,'448400910 |<v=<M\=',tm_get_last,'-3198230830678895537',gssb_burn,'',obc_get_sensors,'',gssb_msp_get_temp,'',gssb_arm_auto,'-94430478899178729779670397087886784797',gssb_get_status,'',gssb_fss_commit_config,'',com_send_tc,'1838005359815880351 mR',gssb_fss_commit_config,'',com_reset_wdt,'15916727729228549989',com_debug,'',init_dummy_sensor,'',obc_set_pwm_freq,'I -76085745',gssb_scan,'50806924980112605650348747896723785693 301252666374348203563809066875057613528',eps_update_status,'',fp_set_cmd_dt,"'-1733510527 r6.P2 -58904569296451625490031278889670298793 xc`3;,Mg/: -390258935'",rw_get_speed,'',gssb_fss_get_sun,'',obc_pwm_pwr,'-2152527165540110929',obc_pwm_pwr,'SC0F',gssb_get_version,'',gssb_update_status,'',gssb_fss_commit_config,'',com_update_status,'',tm_parse_status,'',gssb_set_addr,'1760980314',com_send_data,'-1262031521',-6,7.538156747817992
