Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
rw_get_speed,'',com_send_cmd,'-1921162899 ml&izq6p(A',gssb_update_status,'',drp_test_system_vars,'',com_reset_wdt,'608783469',0,10.567188024520874,444020.0,10580.0
com_set_config,'6X^uN QV5]',gssb_msp_cal_temp,'896992534 -165152975',fp_show,'',tm_send_from,'8757918470787343570 14636314281522745404 9611812851238130014',gssb_get_burn_config,'',0,7.0257227420806885,444020.0,10884.0
fp_set_cmd_unix,'75689912 1784313495 -2138098190 K6x~qN QpeKN-`&&',gssb_pwr,'-201673471 1311038611',obc_get_tle,'',gssb_reset,'',com_set_config,'v:J=Q 5~8',-6,6.453343868255615,444020.0,10616.0
test,':jw',obc_set_pwm_duty,'-1810018062 1025769894',gssb_get_uuid,'',gssb_unlock_config,'-2080916401',gssb_commit_addr,'',0,6.963635683059692,444020.0,10604.0
com_send_rpt,'-560526834 ^ir',obc_get_tle,'',drp_set_var,'1283427973 1688403055',tm_send_from,'16639545586070146610 1407265080694341281 8728402912588184358',gssb_arm_auto,'-1191310433',0,6.950536012649536,444020.0,10872.0
gssb_arm_auto,'-1546138540',com_set_config,'$VKB(Op6 [*..\~',com_get_config,'ew$n+M',drp_set_var,'1634461827 -1665235570',drp_ebf,'1921532556',0,6.867711544036865,444020.0,10504.0
obc_update_status,'',gssb_fss_set_config,'-1008827707',gssb_fss_set_config,'-748403446',gssb_msp_get_temp,'',obc_update_status,'',0,6.988483190536499,444020.0,10660.0
set_state,'15314177266977405059 2844125533388403817 -1105393864',com_debug,'',gssb_arm_auto,'-542371466',gssb_pwr,'-211152880 36020801',gssb_set_addr,'-74301893',0,6.884474515914917,444020.0,10840.0
gssb_fss_get_sun,'',obc_get_time,'289453860',obc_set_tle,'-1844364642 Y1H+n-}tp',tm_send_last,'17270879806686438599 12348807792750811811',gssb_antenna_release,'314200500 2047009632 930909527 -2001741138',0,7.204481601715088,444020.0,10872.0
eps_hard_reset,'',gssb_get_temp_int,'',obc_get_time,'1823782138',com_send_tc,'-1923173009 C?a!;k',tm_send_all,'16348356865764171385 16046339175247927202',-6,7.432744026184082,444020.0,10892.0
