Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
fp_del_cmd_unix,'929394045',eps_get_hk,'',com_update_status,'',obc_set_pwm_duty,'280489701 -381447266',gssb_scan,'335067658 447240040',rw_get_speed,'',gssb_msp_cal_temp,'1846659025 1306399990',fp_reset,'',gssb_get_temp,'',tm_send_status,'591058735',-6,6.267709493637085,444020.0,10568.0
gssb_update_status,'',test,"'Q""p%:#'",gssb_fss_set_config,'-313860595',obc_prop_tle,'7944220498598849791',gssb_set_addr,'829939095',gssb_select,'577396490',gssb_arm_manual,'-1231568927',drp_get_vars,'',com_send_rpt,'-340021004 BC1kn*4',fp_show,'',0,7.352864742279053,444020.0,10712.0
obc_reset_wdt,'',gssb_reset,'',com_send_rpt,'2077846794 Y.a\XL>k1',gssb_get_temp,'',gssb_fss_set_config,'-690833976',gssb_select,'1685784922',com_send_tc,'-1430464498 l$',drp_clear_gnd_wdt,'',gssb_msp_get_temp,'',obc_update_tle,'',-6,7.595334529876709,444020.0,10744.0
fp_set_cmd_unix,'1017191038 1453922393 1581414969 A]{ C*UQ`6K`<b',drp_ebf,'1245838881',com_send_tc,'-1648395861 q'-h',drp_add_hrs_alive,'-1206353478',obc_set_tle,'808932149 6t{#Gkc',rw_get_speed,'',com_debug,'',com_reset_wdt,'1339997599',gssb_update_status,'',com_ping,'-1910611561',-6,6.4055564403533936,444020.0,10720.0
fp_del_cmd,'1612488224 -466083896 112985845 -1987575021 361281689 -1750700521',com_send_data,'6E-|:w~',drp_get_vars,'',com_update_status,'',obc_set_tle,'1371429031 sjM[)3:}',fp_show,'',com_update_status,'',eps_update_status,'',gssb_get_burn_config,'',drp_add_hrs_alive,'-1468169855',-11,6.289184093475342,444020.0,10820.0
obc_reset_wdt,'',obc_get_time,'-1734253010',gssb_msp_cal_temp,'1867507591 -1385341765',drp_ebf,'1372099749',gssb_arm_manual,'1763785071',gssb_fss_commit_config,'',gssb_msp_cal_temp,'-216105949 157574598',com_set_node,'331108859',gssb_get_status,'',gssb_update_status,'',0,7.412391901016235,444020.0,10884.0
gssb_update_status,'',obc_prop_tle,'-2079655266514660088',gssb_set_addr,'-962742835',fp_show,'',tm_send_status,'-1364107058',obc_get_sensors,'',gssb_burn,'',tm_get_last,'7618262229113400124',drp_clear_gnd_wdt,'',gssb_scan,'637795026 -52375267',-6,6.5353710651397705,444020.0,10684.0
rw_set_speed,'144263794 479181445',tm_parse_status,'',init_dummy_sensor,'',gssb_fss_get_temp,'',fp_set_cmd_dt,'-130519537 -812467507 -1410123353 p{P`Ci^%U( EU8n4tv',gssb_get_temp,'',gssb_scan,'122631173 -1208926427',gssb_fss_get_temp,'',com_send_tc,'1695748813 Wj`SAZD4',obc_update_tle,'',-6,6.489318370819092,444020.0,10604.0
init_dummy_sensor,'',gssb_commit_addr,'',fp_set_cmd,'-2013885123 1692316640 -1597497755 -1267225624 -208228375 -303890376 1795016438 -1281669186 Xvqn@0a/y\ ',gssb_arm_auto,'1743927699',obc_set_pwm_duty,'1925146846 -678174596',obc_update_tle,'',obc_set_tle,"'456028733 UR-&?#91,'",gssb_set_burn_config,'-285508353 -1310255122 596849849 274619639 54192999 1278043577 2117039284',gssb_get_sun,'',tm_parse_status,'',-6,6.329546689987183,444020.0,10832.0
fp_set_cmd_unix,'1183196553 -1236266421 1791492228 #Md 63i#7H',fp_del_cmd_unix,'1143708516',gssb_get_status,'',fp_set_cmd_unix,'-1899177035 1764667740 511361609 x]u ',obc_debug,'-1844779741',gssb_unlock_config,'-1852129221',tm_send_last,'891359973406742943 17361337589171004233',tm_send_last,'12884280025934693846 15733336152615540086',com_send_data,'g>1FgM{',gssb_select,'567868010',-6,6.447983503341675,444020.0,10564.0
